Ingreso,"Título","Jurisdicción","Departamento"
2024/04/11,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/04/11,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/04/11,"ASOCIADO A VD","COMISARÍA 1","MALDONADO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","RÍO NEGRO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","DURAZNO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","ROCHA"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MONTEVIDEO"
2024/09/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/04/21,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","TREINTA Y TRES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","COLONIA"
2024/12/04,"ASOCIADO A VD","COMISARÍA 18","MONTEVIDEO"
2024/04/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MONTEVIDEO"
2024/04/12,"ASOCIADO A VD","COMISARÍA 5","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","FLORES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SALTO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","SAN JOSÉ"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","LAVALLEJA"
2024/04/12,"ASOCIADO A VD","COMISARÍA 30","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","TACUAREMBÓ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","SAN JOSÉ"
2024/04/26,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","CANELONES"
2024/04/12,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SAN JOSÉ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/04/13,"ASOCIADO A VD","COMISARÍA 1","PAYSANDÚ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","SAN JOSÉ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","ARTIGAS"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SALTO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CERRO LARGO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","LAVALLEJA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MONTEVIDEO"
2024/04/20,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","SAN JOSÉ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","COLONIA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","COLONIA"
2024/04/15,"ASOCIADO A VD","COMISARÍA 28","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SORIANO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","DURAZNO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RIVERA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","CERRO LARGO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","CANELONES"
2024/04/13,"ASOCIADO A VD","COMISARÍA 20","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/04/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/04/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/04/13,"ASOCIADO A VD","COMISARÍA 3","TACUAREMBÓ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","PAYSANDÚ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/04/13,"ASOCIADO A VD","COMISARÍA 1","LAVALLEJA"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/04/13,"ASOCIADO A VD","COMISARÍA 6","MALDONADO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","RÍO NEGRO"
2024/04/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/04/13,"ASOCIADO A VD","COMISARÍA 2","TACUAREMBÓ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","CERRO LARGO"
2024/04/13,"ASOCIADO A VD","COMISARÍA 1","LAVALLEJA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MONTEVIDEO"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CANELONES"
2024/04/13,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/04/19,"ASOCIADO A VD","COMISARÍA 13","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","RÍO NEGRO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/04/14,"ASOCIADO A VD","COMISARÍA 20","CANELONES"
2024/04/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","LAVALLEJA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","ARTIGAS"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","DURAZNO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 26","CANELONES"
2024/04/14,"ASOCIADO A VD","COMISARÍA 1","FLORIDA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CERRO LARGO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","RÍO NEGRO"
2024/04/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","DURAZNO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RIVERA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORIDA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","TACUAREMBÓ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","DURAZNO"
2024/04/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/04/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","RIVERA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","LAVALLEJA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","LAVALLEJA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/04/14,"ASOCIADO A VD","COMISARÍA 10","SAN JOSÉ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","CANELONES"
2024/04/14,"ASOCIADO A VD","COMISARÍA 4","LAVALLEJA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","COLONIA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/04/14,"ASOCIADO A VD","COMISARÍA 6","MALDONADO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","TREINTA Y TRES"
2024/04/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ROCHA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SALTO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","ARTIGAS"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","COLONIA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/04/24,"ASOCIADO A VD","COMISARÍA 6","MALDONADO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","TACUAREMBÓ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","COLONIA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","PAYSANDÚ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","COLONIA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","CERRO LARGO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","ROCHA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","LAVALLEJA"
2024/04/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","PAYSANDÚ"
2024/04/15,"ASOCIADO A VD","COMISARÍA 1","TACUAREMBÓ"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","ROCHA"
2024/04/15,"ASOCIADO A VD","COMISARÍA 16","CANELONES"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/04/15,"ASOCIADO A VD","COMISARÍA 25","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/04/14,"ASOCIADO A VD","COMISARÍA 21","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","ROCHA"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/04/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/04/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
